visit_id,visit_name,visit_lat,visit_lon,demand
0,Depot,45.7565594,4.8750617,0
1,V1,45.75985,4.893707,6
2,V2,45.728003,4.87379,24
3,V3,45.747008,4.881427,19
4,V4,45.73324,4.873628,9
5,V5,45.748671,4.896613,13
6,V6,45.764335,4.883338,19
7,V7,45.76258,4.88371,13
8,V8,45.769297,4.849968,22
9,V9,45.729253,4.878808,19
10,V10,45.744132,4.866293,24
11,V11,45.759969,4.869648,20
12,V12,45.74574,4.855144,21
13,V13,45.755959,4.834118,18
14,V14,45.732016,4.901126,24
15,V15,45.736729,4.857034,14
16,V16,45.741998,4.877368,12
17,V17,45.729883,4.878401,17
18,V18,45.732735,4.875763,5
19,V19,45.750958,4.875936,17
20,V20,45.745007,4.876491,19
21,V21,45.734017,4.881355,23
22,V22,45.765903,4.836466,24
23,V23,45.755574,4.848345,13
24,V24,45.727081,4.887479,22
25,V25,45.750604,4.872803,6
26,V26,45.743292,4.841087,16
27,V27,45.767742,4.831066,20
28,V28,45.765537,4.889259,12
29,V29,45.769757,4.898115,9
30,V30,45.746803,4.830859,22
31,V31,45.748326,4.863432,22
32,V32,45.763048,4.891871,11
33,V33,45.733723,4.856738,16
34,V34,45.728391,4.866675,12
35,V35,45.736076,4.891161,12
36,V36,45.730823,4.873147,5
37,V37,45.741558,4.857889,11
38,V38,45.737616,4.827647,14
39,V39,45.727321,4.842485,14
40,V40,45.760342,4.837405,14
