visit_id,visit_name,visit_lat,visit_lon,demand
0,Depot,45.7640211,4.8901678,0
1,V1,45.741462,4.873273,13
2,V2,45.756985,4.90194,8
3,V3,45.727658,4.831432,13
4,V4,45.740657,4.865517,19
5,V5,45.753572,4.873824,23
6,V6,45.764513,4.863985,12
7,V7,45.742644,4.899246,20
8,V8,45.768458,4.85815,14
9,V9,45.762241,4.858461,20
10,V10,45.74407,4.898829,15
11,V11,45.746682,4.846875,17
12,V12,45.730127,4.857334,22
13,V13,45.733241,4.852707,7
14,V14,45.765736,4.844284,13
15,V15,45.741492,4.838088,10
16,V16,45.756653,4.828062,11
17,V17,45.733002,4.875664,24
18,V18,45.737543,4.848058,22
19,V19,45.741698,4.834151,11
20,V20,45.765772,4.865879,12
21,V21,45.767727,4.859156,20
22,V22,45.757325,4.871735,11
23,V23,45.739707,4.896261,22
24,V24,45.75952,4.897023,7
25,V25,45.747608,4.835772,5
26,V26,45.736437,4.873375,11
27,V27,45.750095,4.863156,9
28,V28,45.757139,4.89104,16
29,V29,45.752719,4.859935,15
30,V30,45.735299,4.868433,22
31,V31,45.749604,4.871842,5
32,V32,45.740138,4.901605,23
33,V33,45.756239,4.873554,24
34,V34,45.750687,4.873514,12
35,V35,45.748912,4.872595,9
36,V36,45.751931,4.894936,15
37,V37,45.754606,4.900009,5
38,V38,45.732014,4.845647,22
39,V39,45.738681,4.875134,7
40,V40,45.742113,4.829863,13
41,V41,45.769691,4.862486,24
42,V42,45.746294,4.834119,19
43,V43,45.74792,4.833095,21
44,V44,45.768498,4.865338,21
45,V45,45.738424,4.836747,13
46,V46,45.761175,4.89553,12
47,V47,45.761222,4.84718,16
48,V48,45.730031,4.869397,17
49,V49,45.760591,4.887021,15
50,V50,45.758564,4.857088,19
51,V51,45.728335,4.881479,11
52,V52,45.745358,4.900173,10
53,V53,45.770376,4.892838,18
54,V54,45.754706,4.875671,10
55,V55,45.767014,4.885039,20
56,V56,45.73251,4.828105,12
57,V57,45.758216,4.890868,19
58,V58,45.733273,4.858964,21
59,V59,45.73164,4.902085,9
60,V60,45.757583,4.88858,16
61,V61,45.743235,4.859112,15
62,V62,45.745555,4.872851,9
63,V63,45.742491,4.84221,17
64,V64,45.747086,4.841047,21
65,V65,45.736198,4.889045,24
66,V66,45.742889,4.897862,13
67,V67,45.743236,4.876942,5
68,V68,45.766272,4.830208,9
69,V69,45.76753,4.857657,7
70,V70,45.734446,4.901134,11
71,V71,45.729853,4.869195,24
72,V72,45.745617,4.893359,21
73,V73,45.747917,4.83649,10
74,V74,45.742587,4.874341,12
75,V75,45.747106,4.855868,10
76,V76,45.744789,4.865805,13
77,V77,45.764141,4.853804,24
78,V78,45.727697,4.838991,8
79,V79,45.738042,4.864941,6
80,V80,45.732461,4.86404,19
81,V81,45.742735,4.890968,16
82,V82,45.741386,4.828159,21
83,V83,45.734335,4.848897,21
84,V84,45.732066,4.850073,12
85,V85,45.733618,4.858015,21
86,V86,45.73137,4.897174,11
87,V87,45.7604,4.877143,15
88,V88,45.75161,4.83273,16
89,V89,45.768885,4.895441,14
90,V90,45.761838,4.866337,22
91,V91,45.764265,4.861392,20
92,V92,45.746199,4.852175,17
93,V93,45.753703,4.88029,20
94,V94,45.731006,4.867891,9
95,V95,45.764013,4.901833,10
96,V96,45.745411,4.847301,11
97,V97,45.742471,4.829958,19
98,V98,45.765436,4.830678,15
99,V99,45.753697,4.831807,14
100,V100,45.738308,4.834963,20
