visit_id,visit_name,visit_lat,visit_lon,demand
0,Depot,45.7696884,4.8836497,0
1,V1,45.74207,4.854763,8
2,V2,45.747531,4.833529,24
3,V3,45.768592,4.901953,5
4,V4,45.744989,4.847732,8
5,V5,45.770222,4.859745,16
6,V6,45.737915,4.88944,16
7,V7,45.762543,4.860312,17
8,V8,45.753572,4.863066,21
9,V9,45.732112,4.891492,18
10,V10,45.739394,4.861494,13
11,V11,45.757776,4.828667,8
12,V12,45.76053,4.893264,24
13,V13,45.755021,4.866024,19
14,V14,45.768164,4.890339,23
15,V15,45.735526,4.84325,22
16,V16,45.73919,4.868536,7
17,V17,45.735346,4.83442,24
18,V18,45.729207,4.833205,20
19,V19,45.749525,4.850913,9
20,V20,45.747903,4.879319,5
21,V21,45.737223,4.838927,7
22,V22,45.74859,4.881955,12
23,V23,45.735437,4.89884,12
24,V24,45.751244,4.88483,10
25,V25,45.749032,4.877583,24
26,V26,45.73374,4.877083,13
27,V27,45.741608,4.864643,12
28,V28,45.731548,4.890373,19
29,V29,45.753856,4.857272,22
30,V30,45.736045,4.853701,5
31,V31,45.759399,4.839509,9
32,V32,45.760987,4.851214,15
33,V33,45.759024,4.894361,16
34,V34,45.752845,4.861425,8
35,V35,45.74609,4.856954,12
36,V36,45.74074,4.890051,7
37,V37,45.763014,4.897345,5
38,V38,45.760061,4.898959,12
39,V39,45.750843,4.897835,16
40,V40,45.766751,4.868262,14
