visit_id,visit_name,visit_lat,visit_lon,demand
0,Depot,45.7296293,4.8290258,0
1,V1,45.741462,4.873273,10
2,V2,45.756985,4.90194,7
3,V3,45.727658,4.831432,8
4,V4,45.740657,4.865517,14
5,V5,45.753572,4.873824,10
6,V6,45.764513,4.863985,15
7,V7,45.742644,4.899246,13
8,V8,45.768458,4.85815,12
9,V9,45.762241,4.858461,21
10,V10,45.74407,4.898829,17
11,V11,45.746682,4.846875,12
12,V12,45.730127,4.857334,7
13,V13,45.733241,4.852707,17
14,V14,45.765736,4.844284,9
15,V15,45.741492,4.838088,17
16,V16,45.756653,4.828062,8
17,V17,45.733002,4.875664,6
18,V18,45.737543,4.848058,16
19,V19,45.741698,4.834151,10
20,V20,45.765772,4.865879,11
21,V21,45.767727,4.859156,22
22,V22,45.757325,4.871735,5
23,V23,45.739707,4.896261,5
24,V24,45.75952,4.897023,5
25,V25,45.747608,4.835772,23
26,V26,45.736437,4.873375,24
27,V27,45.750095,4.863156,13
28,V28,45.757139,4.89104,7
29,V29,45.752719,4.859935,18
30,V30,45.735299,4.868433,17
31,V31,45.749604,4.871842,13
32,V32,45.740138,4.901605,14
33,V33,45.756239,4.873554,5
34,V34,45.750687,4.873514,5
35,V35,45.748912,4.872595,19
36,V36,45.751931,4.894936,22
37,V37,45.754606,4.900009,7
38,V38,45.732014,4.845647,18
39,V39,45.738681,4.875134,9
40,V40,45.742113,4.829863,21
41,V41,45.769691,4.862486,24
42,V42,45.746294,4.834119,24
43,V43,45.74792,4.833095,11
44,V44,45.768498,4.865338,8
45,V45,45.738424,4.836747,10
46,V46,45.761175,4.89553,20
47,V47,45.761222,4.84718,16
48,V48,45.730031,4.869397,14
49,V49,45.760591,4.887021,10
50,V50,45.758564,4.857088,13
51,V51,45.728335,4.881479,6
52,V52,45.745358,4.900173,6
53,V53,45.770376,4.892838,17
54,V54,45.754706,4.875671,23
55,V55,45.767014,4.885039,7
56,V56,45.73251,4.828105,12
57,V57,45.758216,4.890868,6
58,V58,45.733273,4.858964,24
59,V59,45.73164,4.902085,20
60,V60,45.757583,4.88858,5
61,V61,45.743235,4.859112,13
62,V62,45.745555,4.872851,17
63,V63,45.742491,4.84221,12
64,V64,45.747086,4.841047,19
65,V65,45.736198,4.866442,6
66,V66,45.742889,4.897862,13
67,V67,45.743236,4.876942,18
68,V68,45.766272,4.830208,16
69,V69,45.76753,4.857657,11
70,V70,45.734446,4.901134,20
71,V71,45.729853,4.869195,13
72,V72,45.745617,4.893359,18
73,V73,45.747917,4.83649,15
74,V74,45.742587,4.874341,23
75,V75,45.747106,4.855868,9
76,V76,45.744789,4.85685,9
77,V77,45.764141,4.853804,11
78,V78,45.727697,4.838991,10
79,V79,45.738042,4.864941,5
80,V80,45.732461,4.86404,20
81,V81,45.742735,4.890968,13
82,V82,45.741386,4.828159,14
83,V83,45.734335,4.848897,19
84,V84,45.732066,4.850073,23
85,V85,45.733618,4.858015,22
86,V86,45.73137,4.897174,17
87,V87,45.7604,4.877143,5
88,V88,45.75161,4.83273,9
89,V89,45.768885,4.895441,21
90,V90,45.761838,4.866337,9
91,V91,45.764265,4.861392,24
92,V92,45.746199,4.852175,6
93,V93,45.753703,4.88029,5
94,V94,45.731006,4.867891,24
95,V95,45.764013,4.901833,22
96,V96,45.745411,4.847301,6
97,V97,45.742471,4.829958,9
98,V98,45.765436,4.830678,16
99,V99,45.753697,4.831807,20
100,V100,45.738308,4.834963,24
