visit_id,visit_name,visit_lat,visit_lon,demand
0,Depot,45.7300101,4.859077,0
1,V1,45.75985,4.893707,18
2,V2,45.728003,4.87379,9
3,V3,45.747008,4.881427,7
4,V4,45.73324,4.873628,23
5,V5,45.748671,4.896613,24
6,V6,45.764335,4.883338,24
7,V7,45.76258,4.88371,21
8,V8,45.769297,4.849968,5
9,V9,45.729253,4.878808,14
10,V10,45.744132,4.866293,6
11,V11,45.759969,4.869648,16
12,V12,45.74574,4.855144,19
13,V13,45.755959,4.834118,21
14,V14,45.732016,4.901126,13
15,V15,45.736729,4.857034,14
16,V16,45.741998,4.877368,15
17,V17,45.729883,4.878401,20
18,V18,45.732735,4.875763,10
19,V19,45.750958,4.875936,17
20,V20,45.745007,4.876491,22
21,V21,45.734017,4.881355,16
22,V22,45.765903,4.836466,24
23,V23,45.755574,4.848345,13
24,V24,45.727081,4.887479,17
25,V25,45.750604,4.872803,22
26,V26,45.743292,4.841087,13
27,V27,45.767742,4.831066,14
28,V28,45.765537,4.889259,20
29,V29,45.769757,4.898115,10
30,V30,45.746803,4.830859,22
31,V31,45.748326,4.863432,21
32,V32,45.763048,4.891871,22
33,V33,45.733723,4.856738,12
34,V34,45.728391,4.866675,21
35,V35,45.736076,4.891161,23
36,V36,45.730823,4.873147,8
37,V37,45.741558,4.857889,23
38,V38,45.737616,4.827647,5
39,V39,45.727321,4.842485,6
40,V40,45.760342,4.837405,15
