visit_id,visit_name,visit_lat,visit_lon,demand
0,Depot,45.734358,4.868937,0
1,V1,45.740048,4.899132,17
2,V2,45.751647,4.862224,9
3,V3,45.727844,4.846383,18
4,V4,45.750848,4.899175,16
5,V5,45.740933,4.897988,20
6,V6,45.750127,4.841535,11
7,V7,45.746353,4.852685,14
8,V8,45.760671,4.89649,23
9,V9,45.738295,4.849383,8
10,V10,45.752619,4.869669,7
11,V11,45.728566,4.851043,24
12,V12,45.735915,4.828022,19
13,V13,45.752447,4.901791,7
14,V14,45.740886,4.862501,14
15,V15,45.748921,4.87852,7
16,V16,45.747994,4.840903,16
17,V17,45.751484,4.896873,22
18,V18,45.756645,4.836972,12
19,V19,45.739881,4.895409,12
20,V20,45.736203,4.875993,22
21,V21,45.751061,4.890343,9
22,V22,45.763189,4.84717,16
23,V23,45.749656,4.831184,23
24,V24,45.741389,4.86326,13
25,V25,45.737726,4.833504,12
26,V26,45.74624,4.839328,5
27,V27,45.731021,4.845411,15
28,V28,45.749909,4.901654,11
29,V29,45.760681,4.845938,8
30,V30,45.769679,4.867714,20
31,V31,45.770253,4.838527,17
32,V32,45.74735,4.866009,19
33,V33,45.761082,4.845444,22
34,V34,45.728909,4.833764,18
35,V35,45.748668,4.880578,15
36,V36,45.731043,4.831118,19
37,V37,45.770124,4.882198,13
38,V38,45.732098,4.87926,23
39,V39,45.730724,4.872494,20
40,V40,45.731963,4.876209,8
41,V41,45.732282,4.843359,17
42,V42,45.7397,4.83986,10
43,V43,45.743635,4.829989,20
44,V44,45.749471,4.869201,9
45,V45,45.757354,4.886276,10
46,V46,45.730091,4.852689,6
47,V47,45.752804,4.859634,20
48,V48,45.761062,4.877715,5
49,V49,45.737083,4.879426,13
50,V50,45.732054,4.881416,14
51,V51,45.746201,4.870035,6
52,V52,45.73978,4.867956,12
53,V53,45.739505,4.842394,18
54,V54,45.752955,4.856504,16
55,V55,45.759906,4.838952,11
56,V56,45.755144,4.900539,5
57,V57,45.759444,4.835403,5
58,V58,45.731518,4.830727,19
59,V59,45.750803,4.855253,17
60,V60,45.763039,4.880333,14
61,V61,45.743804,4.867201,21
62,V62,45.76341,4.881867,10
63,V63,45.732476,4.856653,17
64,V64,45.742051,4.888201,12
65,V65,45.746702,4.845212,10
66,V66,45.738865,4.880062,17
67,V67,45.737485,4.889087,11
68,V68,45.753573,4.841192,14
69,V69,45.763828,4.830973,9
70,V70,45.761626,4.893838,11
71,V71,45.758303,4.872411,13
72,V72,45.750843,4.892462,10
73,V73,45.741529,4.893438,16
74,V74,45.766751,4.888065,8
75,V75,45.762178,4.890211,21
76,V76,45.740601,4.86605,21
77,V77,45.755722,4.889407,14
78,V78,45.745175,4.894163,16
79,V79,45.766055,4.833268,8
80,V80,45.738863,4.862528,19
81,V81,45.75842,4.88078,19
82,V82,45.732507,4.882473,23
83,V83,45.747562,4.851632,10
84,V84,45.731927,4.875417,8
85,V85,45.733672,4.894058,18
86,V86,45.762423,4.830582,16
87,V87,45.747384,4.873859,16
88,V88,45.767104,4.867272,9
89,V89,45.729,4.894878,12
90,V90,45.752215,4.844894,16
91,V91,45.751959,4.88739,11
92,V92,45.744342,4.852075,13
93,V93,45.73234,4.901854,14
94,V94,45.72762,4.849128,13
95,V95,45.734417,4.88627,9
96,V96,45.751027,4.832753,18
97,V97,45.759653,4.854832,21
98,V98,45.749014,4.879115,18
99,V99,45.729922,4.832376,5
100,V100,45.750533,4.879352,20
101,V101,45.766223,4.876229,8
102,V102,45.738281,4.838153,6
103,V103,45.760102,4.847023,20
104,V104,45.753991,4.835266,13
105,V105,45.766122,4.888231,7
106,V106,45.756151,4.874067,22
107,V107,45.747243,4.857155,13
108,V108,45.741825,4.875236,16
109,V109,45.756558,4.853286,22
110,V110,45.749347,4.882623,19
111,V111,45.736956,4.895025,5
112,V112,45.746895,4.886882,8
113,V113,45.730597,4.830809,11
114,V114,45.763019,4.855117,24
115,V115,45.746688,4.867029,23
116,V116,45.732825,4.895355,7
117,V117,45.769069,4.866996,8
118,V118,45.74306,4.840321,12
119,V119,45.74057,4.885079,16
120,V120,45.729206,4.887462,24
121,V121,45.752152,4.863434,22
122,V122,45.754023,4.842839,12
123,V123,45.731639,4.866782,18
124,V124,45.733926,4.876409,5
125,V125,45.767951,4.891252,19
126,V126,45.749681,4.842403,18
127,V127,45.757324,4.834523,7
128,V128,45.756403,4.851367,21
129,V129,45.763924,4.831033,15
130,V130,45.758083,4.899163,12
131,V131,45.762458,4.865042,19
132,V132,45.76755,4.878288,8
133,V133,45.742133,4.883906,12
134,V134,45.759622,4.831518,14
135,V135,45.733821,4.855364,24
136,V136,45.734387,4.89981,17
137,V137,45.761875,4.859138,11
138,V138,45.746431,4.83583,9
139,V139,45.735903,4.897352,15
140,V140,45.755643,4.875928,23
141,V141,45.769099,4.864312,12
142,V142,45.76137,4.874959,6
143,V143,45.765857,4.836937,16
144,V144,45.745163,4.89603,14
145,V145,45.748666,4.895895,11
146,V146,45.754302,4.841588,21
147,V147,45.756518,4.885453,18
148,V148,45.768604,4.836899,12
149,V149,45.741799,4.871374,8
150,V150,45.745724,4.830911,17
151,V151,45.753483,4.86528,14
152,V152,45.73427,4.86264,11
153,V153,45.743764,4.848064,17
154,V154,45.761363,4.854569,14
155,V155,45.765481,4.854544,6
156,V156,45.752658,4.870395,16
