visit_id,visit_name,visit_lat,visit_lon,demand
0,Depot,45.7440815,4.8479737,0
1,V1,45.764676,4.872547,14
2,V2,45.754982,4.862633,21
3,V3,45.761727,4.884601,5
4,V4,45.755146,4.872899,18
5,V5,45.74038,4.898384,16
6,V6,45.759694,4.841811,10
7,V7,45.7502,4.841202,15
8,V8,45.741823,4.848269,14
9,V9,45.743791,4.884272,5
10,V10,45.729821,4.883026,5
11,V11,45.763349,4.868879,15
12,V12,45.742522,4.855564,17
13,V13,45.741995,4.831958,15
14,V14,45.76778,4.88973,16
15,V15,45.732569,4.841965,23
16,V16,45.744706,4.88409,23
17,V17,45.746358,4.901297,16
18,V18,45.769628,4.897401,13
19,V19,45.753797,4.828414,14
20,V20,45.742927,4.85578,5
21,V21,45.730383,4.828548,10
22,V22,45.766828,4.842263,12
23,V23,45.750155,4.833413,22
24,V24,45.750237,4.867424,9
25,V25,45.747659,4.863791,11
26,V26,45.75984,4.868231,17
27,V27,45.732734,4.876194,7
28,V28,45.739376,4.888293,6
29,V29,45.767868,4.828767,18
30,V30,45.751734,4.870803,15
31,V31,45.770059,4.866706,18
32,V32,45.765588,4.863639,20
33,V33,45.72763,4.838372,14
34,V34,45.740406,4.860129,7
35,V35,45.763013,4.870107,20
36,V36,45.749007,4.892885,6
37,V37,45.758595,4.856115,17
38,V38,45.74373,4.83436,5
39,V39,45.763839,4.90133,10
40,V40,45.743316,4.876641,13
41,V41,45.754362,4.853272,5
42,V42,45.761731,4.880287,18
43,V43,45.761187,4.831448,16
44,V44,45.742172,4.896209,24
45,V45,45.759356,4.87415,22
46,V46,45.75183,4.888393,22
47,V47,45.740786,4.870998,13
48,V48,45.735518,4.832952,20
49,V49,45.769957,4.861331,6
50,V50,45.749683,4.761237,9
51,V51,45.766111,4.900767,15
52,V52,45.762558,4.850893,14
53,V53,45.733961,4.850577,19
54,V54,45.758073,4.897638,21
55,V55,45.764157,4.883746,12
56,V56,45.732314,4.843443,6
57,V57,45.740883,4.846037,22
58,V58,45.736568,4.892416,12
59,V59,45.748467,4.863947,13
60,V60,45.729817,4.880195,16
61,V61,45.744515,4.898392,15
62,V62,45.74861,4.845277,12
63,V63,45.753129,4.863576,8
64,V64,45.770163,4.884212,24
65,V65,45.742344,4.868472,9
66,V66,45.727939,4.847202,6
67,V67,45.735586,4.833419,9
68,V68,45.743889,4.899193,12
69,V69,45.758869,4.882455,19
70,V70,45.747014,4.832069,5
71,V71,45.759674,4.857673,5
72,V72,45.749954,4.889595,21
73,V73,45.750315,4.875437,6
74,V74,45.754737,4.827712,13
75,V75,45.752381,4.835577,8
76,V76,45.739653,4.852269,13
77,V77,45.755116,4.87017,5
78,V78,45.768528,4.832675,12
79,V79,45.752437,4.83304,6
80,V80,45.765073,4.880736,24
81,V81,45.749841,4.839734,21
82,V82,45.770313,4.899374,16
83,V83,45.739837,4.845872,14
84,V84,45.735388,4.887862,14
85,V85,45.770338,4.89709,10
86,V86,45.755587,4.898977,17
87,V87,45.770362,4.856157,22
88,V88,45.75888,4.848309,14
89,V89,45.768225,4.852089,20
90,V90,45.749006,4.899486,7
91,V91,45.729161,4.894016,5
92,V92,45.751563,4.882807,18
93,V93,45.769891,4.88874,24
94,V94,45.762107,4.845419,23
95,V95,45.762993,4.859914,20
96,V96,45.755451,4.883185,19
97,V97,45.769961,4.860614,24
98,V98,45.761994,4.902104,14
99,V99,45.745427,4.866688,23
100,V100,45.761346,4.842865,15
